dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,-1.8249980559861625,0.0783184375309865,-0.3331975342222324
3,-2.0581487087428743,0.04866191006126711,-0.37576482482620077
5,-6.3928659449757665,5.453225596597224e-07,-1.1671722950566024
8,-11.982069533741898,9.395825732501077e-13,-2.1876165897419484
15,-15.939598856808244,6.937046035595192e-16,-2.9101592838191443
30,-22.747748672209113,4.877873133711606e-20,-4.153151693409041
