dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,-6.929211994904908,1.2912278038876015e-07,-1.2650952384482634
3,-6.4065972525164545,5.253939230179023e-07,-1.1696792773512943
5,-6.009776474729811,1.550642209425098e-06,-1.0972300469244645
8,-8.454185394531207,2.5731782137247274e-09,-1.5435160153051515
15,-13.224997133133881,8.245575934510296e-14,-2.4145430842528595
30,-18.491398905224393,1.3598808941444917e-17,-3.376052100072578
