nu,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2.1,1.5680369651083292,0.13337649271638322,0.350623724521469
3.0,-0.8430707638281232,0.4096772588910077,-0.1885163537762354
4.0,-0.4220118293781136,0.6777530643665979,-0.09436471377985048
10.0,-1.584699140063797,0.12953798408553668,-0.35434950010681104
50.0,0.9484937517922976,0.35478721711913064,0.21208965052413903
