nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,1.8862485784128074,0.07464205098594039,0.42177800437933793
3.0,4.1132162070210425,0.0005916216276179696,0.9197431045052898
4.0,5.079324662637052,6.661389233543195e-05,1.1357715225447633
10.0,8.463585782363284,7.187406828212348e-08,1.892515314276504
50.0,4.552835316069404,0.0002174989453513778,1.0180449257092927
