means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",Metro,4.370983059230592,1.7747961047326766,6.1908254452566815,12
"(5, -5)",Metro,3.654957612255463,1.7493629980681895,6.188791289898691,10
