means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",HMC,4.301932844917739,1.7356107483891627,6.338527992255027,12
"(5, -5)",HMC,3.597917988361043,1.7347224731428528,6.2251519061280085,10
