mode_means,global_avg_ws,global_avg_ws_std,global_avg_rhat,global_avg_rhat_std,global_avg_ess,global_avg_ess_std
"(0, 4)",0.2583683353906703,0.12804457098303576,1.0845784555122344,0.05621682501133707,62.859441177330936,20.335493335924713
"(0, 5)",0.3658321464427342,0.24111518114812155,1.1332680167014806,0.0632644124101593,47.35684839022876,38.18828227601681
"(0, 6)",0.4600061592080411,0.355723491275384,1.2431675856551445,0.2579973635695655,28.275864916745867,16.647496680794667
"(0, 7)",0.6256708621267791,0.3576383720026511,1.2255980655365328,0.2648558024117189,54.34051216848826,72.26230278149788
"(0, 8)",0.8058167505839064,0.018378150642121113,1.1213835649180803,0.14538093603416521,68.87347613546513,46.24667832658947
