dimension,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2,2.304346314258799,0.028559978865030318,0.4207141522078109
3,1.9287396123222686,0.06360290168249494,0.3521380644075585
5,4.243991171644157,0.0002055088782761342,0.7748432328540947
8,3.6151056561106323,0.001124891646841072,0.6600249718721023
15,11.901982731368737,1.1055537283501612e-12,2.1729948070025356
30,11.624195093575176,1.9548532942924887e-12,2.122277955197333
