nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,Metro,4.935675442109838,1.018804432023944,1616.355600714554,3.6990275382995605
2,Metro,0.14700172332564448,1.0040346332919075,3990.7911687986493,4.261854887008667
3,Metro,0.04185808829435089,1.0021134309501931,6375.487796704967,4.034895658493042
5,Metro,0.019959408328143538,1.0018697843728523,7705.483596228571,3.8627703189849854
30,Metro,0.018603075439916177,1.0021709112464183,8550.170156875241,3.7970473766326904
