beta,global_avg_wasserstein_distance,global_avg_mmd_rff,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_mmd_rff_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std,ws_dist_glass_delta,mmd_rff_glass_delta
0.5,2.5656657720359037,0.028613057570698236,0.0127012627437726,1.0288194862364812,339.5997399430106,1.1363231062889099,1.9595155503537587,0.011802174733145548,0.6722263790433854,0.02540407678037712,176.0164749321063,0.4100577476448192,0.01270126274377263,6.180539566766263
1.0,8.081444148595196,0.031799921233300096,0.0494789680921174,1.0326978312681434,316.4410774782714,1.122705090045929,6.731663679710539,0.010507255459406539,0.8295773482535848,0.027117308995157106,181.3734945181332,0.24221740683526877,0.049478968092117354,4.311556596309952
2.0,31.338375664958726,0.032233324635473855,-0.09075531520733163,1.052019242568929,284.41756600822885,1.0575008034706115,82.75728002006488,0.012265023559965987,0.4381463506251817,0.0741685222160222,192.9624151205006,0.0479706563130111,-0.0907553152073316,4.425092286743128
5.0,29.15726830234264,0.028269134268790887,0.2110588420913834,1.036901612729591,299.52090096505196,1.090306293964386,17.72727802964355,0.005271389345217838,0.5832405995400207,0.033010023253945184,188.92045554688798,0.09905159797303509,0.21105884209138356,4.408470609567184
