mu,global_avg_wasserstein_distance,global_avg_mmd_rff,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_mmd_rff_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std,ws_dist_glass_delta,mmd_rff_glass_delta
"(10, 20)",0.044495035883577574,0.028535944842501125,3.0714914960627833,1.0086705168199686,682.4676156650482,2.199623155593872,0.008078217593060506,0.006169517231855805,1.3147602806716663,0.0024608704515292324,76.99615556314384,0.22731310700835053,3.0714914960627833,4.243931828066465
