nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,HMC,3.161967434222892,1.0294788393804593,6344.064443859067,12.576765537261963
2,HMC,0.056284960742892534,1.0013780719262173,11352.33706686954,8.269549131393433
3,HMC,0.030257746162504994,1.001201767626426,14086.217400347234,7.695645093917847
5,HMC,0.014337228022296745,1.0015686066777238,15159.912102903614,7.355961322784424
30,HMC,0.009221719460903896,1.0004183243372085,16820.065990141626,7.334689617156982
