correlation,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0.0,-53.81115837331584,7.139415640163063e-07,-24.065081614148244
0.3,-181.24597784919402,5.5589095601029975e-09,-81.05566542384379
0.5,-51.93082881978747,8.229574790824428e-07,-23.22417267378999
0.9,-123.75732315124915,2.5566931436724408e-08,-55.34595745592031
0.99,-283.8261810880787,9.24496976892696e-10,-126.93092694142184
