correlation,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0.0,-19.92759590947909,3.741757544986379e-05,-8.911891816348398
0.3,-38.71233533974195,2.659648778436431e-06,-17.31268267748608
0.5,-19.116569726679927,4.411943567263097e-05,-8.549189881094177
0.9,-61.6864734048721,4.1364805700766866e-07,-27.587029565105386
0.99,-60.43099305062341,4.49076081112662e-07,-27.025561681802266
