dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
15,-13.842623706298417,0.000157876317137401,-6.190609518846668
18,-17.86110987321653,5.7742548551537185e-05,-7.9877311660209624
30,-15.239634450058379,0.00010811558588965937,-6.815371716515632
