dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
15,-9.935990207632326,0.0005761481105119072,-4.443509905607626
18,-7.862727387718546,0.0014139017992520421,-3.5163185854976025
30,-15.236389497799319,0.00010820641678456397,-6.813920529748632
