dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
15,7.677468183783567,0.0015477079790048459,3.4334681508063807
18,3.946061060948173,0.01687368421997718,1.764732155129011
30,19.521009231665694,4.0605262819548515e-05,8.730060726281087
