means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",HMC,0.3331558504008275,1.7372136838487038,6.238639926394202,12
"(5, -5)",HMC,0.1153431215366624,1.7366523968695322,6.244933006608581,10
