means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",Metro,0.9914039861803033,1.637648386341833,6.730154365549188,12
"(5, -5)",Metro,0.6332520402725432,1.5324120409103534,7.369668359277492,10
