mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds
"(0, 10)",HMC,3.913397327501316,1.733499702299404,6.07213421881941,"[101898, 253844, 517019, 163562]"
"(0, 15)",HMC,5.850884607574526,1.7334449277652264,6.075286575793143,"[101898, 253844, 517019, 163562]"
"(0, 20)",HMC,7.797813398677162,1.7349455322126242,6.0677588879804345,"[101898, 253844, 517019, 163562]"
"(0, 8)",HMC,0.3812772462228306,1.0752531691856746,36.038674326707536,"[101898, 253844, 517019, 163562]"
