means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",DEMetro,0.5830176504274938,1.2780583647487136,46.17317286835136,12
"(5, -5)",DEMetro,1.5327445925125582,1.0743499732250867,47.021200220369266,10
