means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",HMC,4.298694249607803,1.7398946020735995,6.26336364023652,12
"(5, -5)",HMC,3.646755297939341,1.737788515519215,6.2451535148324915,10
