mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,-1.8735640026431244,0.08201662302223185,-0.48375214535270195
8,-2.4426873269098213,0.028441033983235216,-0.6306991558075766
10,-2.519644568417647,0.024517540532311408,-0.6505694301229015
12,-8.280955035927711,9.142369205546794e-07,-2.1381333963226976
15,-4.3675588295605685,0.00064381459597475,-1.1276988406979493
18,-0.8259280997997308,0.42269714765261257,-0.21325371837927298
