mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
5,-1.6947062425897772,0.11224916263781831,-0.43757127028426357
8,1.1170487063386996,0.28277788315881264,0.28842073577015487
10,-1.380131563484933,0.18918781953051,-0.3563484373968233
12,-1.4940224616980369,0.15736372245062297,-0.3857549408677537
15,1.0943735637388463,0.29226292719011204,0.2825660391260142
18,2.093504905811116,0.05498966575627947,0.5405406423606653
