nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,DEMetro,4.867506308689738,1.0184926952263347,2128.513229660784,7.184371709823608
2,DEMetro,0.16054899334531827,1.0042704693964133,6392.939528033687,7.369932413101196
3,DEMetro,0.056849009675087644,1.0054348235594628,5600.78537671172,7.773648023605347
5,DEMetro,0.017692801906087324,1.0029755579739978,7413.728646288655,7.77206563949585
30,DEMetro,0.01722299482074378,1.001715875358717,9026.153256630314,7.263478994369507
