means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",HMC,4.276735344209741,1.7382624282748347,6.276281970394111,12
"(5, -5)",HMC,3.6634094512363804,1.7401733218235527,6.294642468887012,10
