nu,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2.1,-7.770787206337939,2.5739016439408506e-07,-1.7376008432057315
3.0,-9.247097412443074,1.8286825877536355e-08,-2.067713840878512
4.0,-7.86782586778636,2.1445605024957534e-07,-1.7592993475501573
10.0,-5.844333948224261,1.2514152264280693e-05,-1.3068327991439181
50.0,-3.816922021706717,0.0011639342947335667,-0.8534897105352146
