nu,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2.1,-7.393179359505838,5.299109852163148e-07,-1.653165161770341
3.0,-9.98825835482286,5.363561093487687e-09,-2.2334424658214127
4.0,-8.073347951628275,1.4631021194176584e-07,-1.8052554825849505
10.0,-5.79862031036175,1.3803276737255095e-05,-1.2966109189679802
50.0,-3.7747923654121975,0.001281408225689752,-0.8440692330008899
