dimension,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2,3.805358427908256,0.0006768609124327607,0.694760216785916
5,3.7556435414000595,0.0007734230083917678,0.6856835618577999
10,5.948707427717986,1.8336368480022893e-06,1.0860804153865578
15,9.479041404083942,2.1902055403686721e-10,1.7306282668474058
30,14.52464932789821,7.685552608816722e-15,2.6518260255807
