mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0,-14.8790800300107,5.664468338737285e-10,-3.8417619442079194
4,-11.58425089343914,1.4687481305698554e-08,-2.991040719238545
6,-10.267104069081359,6.732680669851912e-08,-2.650954871555367
8,-9.611141742557542,1.5232963834699184e-07,-2.481586127130953
10,-11.561127404695393,1.50666742752615e-08,-2.9850702601178285
12,-10.113844247382705,8.117781265999433e-08,-2.611383355749927
