mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0,2.691121071312768,0.017559248667745095,0.6948444727881475
4,4.532317546611313,0.0004692773572399015,1.170239358516618
6,4.763887965215703,0.00030243077397667167,1.2300305834985572
8,8.33128914620498,8.51233477496059e-07,2.1511296077127
10,17.22822666964592,8.040389971516888e-11,4.4483089984150075
12,39.74619635176634,8.48669389551945e-16,10.262423769698735
