mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0,-23.10313090684489,1.5095023627377471e-12,-5.965202749830674
4,-20.351375000175267,8.490928218809716e-12,-5.254702429873385
6,-22.329694112765683,2.4029057376928263e-12,-5.76550222830982
8,-23.05709365307844,1.551209416137915e-12,-5.953315982021168
10,-25.211009050319287,4.56730463215203e-13,-6.509454546198071
12,-24.87344054122926,5.494685040206285e-13,-6.422294731937422
