mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
0,-3.35006824343191,0.0022550211995806214,-0.6116359820364551
4,-3.031721152416523,0.005079896463626262,-0.5535140210813625
6,0.2508736489005105,0.8036808305458849,0.04580305219548024
8,-0.5894939187918211,0.5600949665832049,-0.10762637227813299
10,-1.134716489156525,0.26578649005699506,-0.20716993916136497
12,1.4524300962544887,0.15711689389901323,0.2651762423059944
