mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0,2.4240215112870604,0.02181518515093443,0.44256375386989555
4,0.757214611530954,0.45503009692388685,0.13824784120267167
6,1.7923780755304493,0.08351161541587085,0.3272419678485752
8,0.6462552008737081,0.5231959170899918,0.11798951714118742
10,-1.3583324882790877,0.18483201229724466,-0.24799644814085933
12,-1.8188235523968759,0.07927967189550558,-0.3320702292564828
