mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,-0.6138378764571759,0.5491673738510329,-0.15849225818599788
8,7.596197092006807,2.4893434224565916e-06,1.9613296554567714
10,5.832392803930031,4.350282107233166e-05,1.5059173465440658
12,1.5158602546887057,0.15180472999500955,0.3913934347724727
15,-0.9582244298270501,0.354206171315119,-0.24741248390995085
18,-1.077833007042731,0.29933011277011995,-0.27829528575127727
