mu,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
"(-10, 10)",Metro,0.04414551988603922,0.0305198037854242,0.013625716100615023,1.9975922650170403,1.005567948852008,900.0332722191423,1.5310356616973877
"(0, 0)",Metro,0.04590586750638037,0.031537975153541245,0.014367892352839126,2.6962896443790996,1.005567948852008,900.0332722191423,1.6211328506469727
"(20, -20)",Metro,0.04098446566578416,0.027644098932450695,0.013340366733333466,2.3348787438016583,1.005567948852008,900.0332722191423,2.061579704284668
"(50, -50)",Metro,0.03957407788991383,0.030124998453834213,0.009449079436079616,1.4985050714173056,1.005567948852008,900.0332722191423,1.719311237335205
