mu,global_median_wasserstein_distance,global_median_mmd_rff,global_median_r_hat,global_median_ess,global_median_runtime,global_q25_wasserstein_distance,global_q25_mmd_rff,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q75_wasserstein_distance,global_q75_mmd_rff,global_q75_r_hat,global_q75_ess,global_q75_runtime,ws_dist_glass_delta,mmd_rff_glass_delta
"(5.0, 0.0)",0.06683272700481571,0.020062527909208448,1.0007001997234095,3846.980523868238,1.7104742527008057,0.049662757863749414,0.018548544003448617,1.0002460516751164,3769.44661449108,1.6501070261001587,0.08462588430824948,0.02382476713170071,1.0010066234022021,3934.9048190698786,1.7624204754829407,0.17550131397621818,0.13437678416198817
"(5.0, 5.0)",0.08010064918899436,0.0207756804703604,1.0004222084589847,3725.6060201126584,2.4585424661636353,0.06985248085497503,0.018122399815547485,1.000112412416974,3582.935142967459,2.3036081790924072,0.09622739131148567,0.022925394606536587,1.0008931611673666,3829.165423587653,2.5898759961128235,0.24300310522014737,-0.0556274751070718
"(5.0, 10.0)",0.08770040536479802,0.020176054688913977,1.0005282545956409,3790.1505909873385,2.8122761249542236,0.06961604373661477,0.017922638146078904,1.0001472522360364,3658.61435764845,2.6963005661964417,0.12074069428738428,0.023502358215838456,1.000961297728288,3882.5284481799617,3.4072157740592957,-0.0985782132906242,0.03987148191864977
"(5.0, 20.0)",0.12994750534421753,0.02100667524269418,1.0006818641480861,3449.6275934476816,2.9946824312210083,0.09598599674025918,0.01775847188158128,1.000357985046912,3333.7116791564404,2.8715271949768066,0.2154567111929787,0.023959921874382555,1.001032742673103,3567.917417131037,3.4566184282302856,0.14771935591770907,0.5170905761178977
"(5.0, 40.0)",0.24765799685991274,0.022028857918631968,1.0013831113435396,2767.53472130889,3.0088226795196533,0.16662342571322877,0.019530016370192426,1.000688049023001,2587.1577605153975,2.886183977127075,0.3370688834830582,0.02535426305396086,1.0020075883764126,2855.8800580477628,3.1765443682670593,0.0027109303441211537,0.44919817247843674
