mu,global_median_wasserstein_distance,global_median_mmd_rff,global_median_r_hat,global_median_ess,global_median_runtime,global_q25_wasserstein_distance,global_q25_mmd_rff,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q75_wasserstein_distance,global_q75_mmd_rff,global_q75_r_hat,global_q75_ess,global_q75_runtime,ws_dist_glass_delta,mmd_rff_glass_delta
"(5.0, 0.0)",0.13160950787235154,0.03355858194675659,1.018653630571475,197.20863463351674,2.4189401865005493,0.09576780185214666,0.02870763660353955,1.0123939966621798,160.2710192860177,2.1165230870246887,0.22805321268445822,0.04107470926149129,1.026165582370706,242.3618980619341,2.441641926765442,4.162993906795021,4.492736120401077
"(5.0, 5.0)",0.8134507092967596,0.1273617264219728,1.3952744039625642,8.727526797289745,2.467822790145874,0.5345406747769557,0.08559204827475411,1.3131608339587004,7.314208983855631,2.1600289344787598,1.1098472872455383,0.15727012347430758,1.523860346715316,10.39118656188852,2.4852068424224854,28.051609502340895,26.44049848477369
"(5.0, 10.0)",2.039648975758964,0.23199803993411813,1.6024781843463978,7.052875573750578,2.1512266397476196,1.203553798172324,0.1284122256925571,1.5306891666079963,6.149725277357958,2.120230734348297,2.7223021564924967,0.2974235059201842,1.7593493387855974,7.346567974235603,2.445925295352936,51.147272341165134,57.18944099978547
"(5.0, 20.0)",2.4791419572776556,0.16903044236912795,1.7381253093534674,6.18429893415398,2.420161008834839,2.054518577549892,0.11849247836891866,1.5361941461755129,6.118642081944593,2.1212958097457886,4.9156806428497255,0.29076229056226227,1.834137133439737,7.2781303551714975,2.4479066133499146,53.487667568178516,59.05273037891484
"(5.0, 40.0)",4.485669017298113,0.19583374227033296,1.5456220771432896,7.175872631509131,2.4286872148513794,3.510765108674439,0.12563995105430625,1.5326127750403313,6.152796056559838,2.1277780532836914,9.76301144155672,0.2939538492554928,1.768024035637927,7.28163179374716,2.452304720878601,47.45448499711259,50.13892989642968
