nu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2.1,-8.754299742104585,1.2328778180882133e-09,-1.5983091479707798
2.5,-6.148824204362772,1.059711626650864e-06,-1.1226165729544153
3.0,4.57875183285268,8.166218072168004e-05,0.8359618880238455
4.0,6.191824858530554,9.423051563830247e-07,1.1304673823794726
10.0,6.701112418758817,2.3743814839139253e-07,1.2234501440440697
50.0,6.879507694861643,1.4738248117028797e-07,1.256020516335363
