mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds
"(0, 4)",Metro,0.2491308814062369,1.057097069336935,106.88452538865911,"[95336, 284552, 768792, 326881]"
"(0, 5)",Metro,0.35585139854852205,1.037951178298336,175.70543491050287,"[95336, 284552, 768792, 326881]"
"(0, 6)",Metro,0.3139916245008796,1.0295767526923587,175.89355508727962,"[95336, 284552, 768792, 326881]"
"(0, 7)",Metro,0.4403344116166551,1.0483108363928553,59.506246866459264,"[95336, 284552, 768792, 326881]"
"(0, 8)",Metro,0.3041834253615848,1.1635956067012123,17.72541268754532,"[95336, 284552, 768792, 326881]"
