mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",Metro,0.25748902779467175,1.0061845351554588,428.9670875148452,"[568683, 585651, 963144, 520556]",8
"(0, 10)",Metro,0.598432203019759,1.0318263225846822,122.92934133138617,"[568683, 585651, 963144, 520556]",10
"(0, 15)",Metro,2.484727198059888,1.0006677263516284,9162.457891005497,"[568683, 585651, 963144, 520556]",15
"(0, 20)",Metro,3.284991588630003,1.0004370358305368,9096.534020748175,"[568683, 585651, 963144, 520556]",20
