mu,global_median_wasserstein_distance,global_median_mmd_rff,global_median_r_hat,global_median_ess,global_median_runtime,global_q25_wasserstein_distance,global_q25_mmd_rff,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q75_wasserstein_distance,global_q75_mmd_rff,global_q75_r_hat,global_q75_ess,global_q75_runtime,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_mcmc_mean,mmd_iid_mean,mmd_iid_std,ws_dist_glass_delta,mmd_rff_glass_delta
0,0.026668164538964614,0.01212768392572167,1.0014336765986702,1686.7611915168661,1.6133594512939453,0.024968334858650534,0.010363080652247048,1.0012018063836257,1667.1182996038578,1.5838712453842163,0.051893624251396694,0.024760574826887413,1.0031333572950802,1741.770535976693,4.25018584728241,0.04235191789370995,0.033470033931961685,0.01341238230165721,0.019373209010849084,0.014844603496502297,0.010060594205811492,0.6622152397677208,0.4501330062324592
