mu,sampler,wasserstein_distance,swd_zscore,r_hat,ess,runtime
"(10, -10)",DEMetro,2.5391039711366186,76.80686375769274,1.026136584099341,547.4544065447802,9.999505758285522
"(20, 20)",DEMetro,6.856008752221638,113.97610118682027,1.0130878645516717,1116.1586758511562,10.093518018722534
"(5, 5)",DEMetro,0.36130810662670004,6.097477901144897,1.0453247882229328,259.6557823431429,10.132868766784668
"(50, -50)",DEMetro,22.573744381673386,118.81566558808379,1.043487947994273,305.88357282788945,53.58067512512207
