mu,sampler,wasserstein_distance,swd_zscore,r_hat,ess,runtime
"(10, -10)",HMC,3.5574111072381607,108.85549903982279,1.2446709019476219,29.177946867937735,11.865214347839355
"(20, 20)",HMC,13.009809867789404,218.80961957114434,1.0020944747945335,5913.91147545139,12.029041528701782
"(5, 5)",HMC,2.5455911375901565,57.18585108703318,1.0339206261911236,220.72063055055327,11.979677200317383
"(50, -50)",HMC,12.605942049557976,65.63667171132994,1.0002783567324167,9130.826576558125,18.187410831451416
