Row,Metropolis,DEMetropolisZ,HMC,SMC
Corr ↔ MM,4.2289679177843285,4.286829633108005,4.303258496022744,0.07372901401893861
Corr ↔ Tail,0.1676779540116538,0.0854977796246952,0.05051806999137182,0.05336988084337717
Dim ↔ Corr,0.2601812569587989,9.042842490967114,0.040149962269242584,0.01779515701810349
Dim ↔ MM,1.5365355216475374,8.976456325169984,1.608959550995191,0.03375418241904309
Dim ↔ Tail,0.1111154612020234,2.7670435644442217,0.04798317813767185,0.723260440600473
Tail ↔ MM,1.386206686895595,1.666763261614077,1.6371294927799092,0.27370788157681725
