Row,Best Sampler,Best Value
Corr ↔ MM,SMC,0.045513392865413636
Corr ↔ Tail,HMC,1.948418401302963
Dim ↔ Corr,SMC,0.09989648442456962
Dim ↔ MM,SMC,0.06829933006449208
Dim ↔ Tail,HMC,7.585488564720013
Tail ↔ MM,SMC,3.5834728532704623
