Row,Best Sampler,Best Value
Corr ↔ MM,SMC,0.08280114467984495
Corr ↔ Tail,HMC,0.11578539848202275
Dim ↔ Corr,SMC,0.02506843338137404
Dim ↔ MM,SMC,0.043429344108934016
Dim ↔ Tail,HMC,0.12789213720227094
Tail ↔ MM,SMC,0.346312080531332
