Row,Metropolis,DEMetropolisZ,HMC,SMC
Corr ↔ MM,251.758144759193,496.63803853565645,1623.2906702855666,
Corr ↔ Tail,166.13035887514917,352.63986455292047,1182.4364941842193,
Dim ↔ Corr,103.9991617699274,51.56496087083178,1281.1300707881203,
Dim ↔ MM,560.6729955935658,50.44584853957216,5398.946210692178,
Dim ↔ Tail,253.33728197005735,33.25632356715327,4029.4834005704033,
Tail ↔ MM,390.4014647268601,251.23420843373268,849.5304267211269,
