dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,-4.195727536421397,0.00023457566126897311,-0.7660315389478591
5,-5.971700080903481,1.7214330112444964e-06,-1.0902782803220872
10,-6.296035166378217,7.093752434769885e-07,-1.1494934944903803
15,-4.594001976866641,7.828633351185763e-05,-0.8387461706510619
30,-7.254751343234565,5.4666382491883875e-08,-1.324530319926825
