dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-10.261035019064066,3.6663734092527664e-11,-1.8734001144306136
5,-9.965864985465808,7.131829090231967e-11,-1.8195096858635058
8,-11.88365825367852,1.1475958162192196e-12,-2.1696492304073915
12,-14.243123701973364,1.2672080717493892e-14,-2.6004267136357666
15,-16.71953829116903,1.980082740418323e-16,-3.052556091048219
30,-24.236128586331983,8.484749054127254e-21,-4.424891444443273
