dimension,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
30,1.8253676519221533,2.603404998779297,4.375977025995612,1.7392880200439633,3.6338424184378098,0.5258964302059992,1.7544074322624046,2.249884843826294,4.359013569107741,1.0857776536004689,3.387222153293701,0.5211748241588064,1.9561616078816746,6.363358974456787,4.452024075847506,2.0144792143728028,3.715918149240614,0.5280658392134996,1.865256809455335,0.028337869450302172,0.0003812120196631064,0.5241949655128709,0.01483369709444495,0.0010367827885407127,4818.6280737643,15.54363789756156,0.004113352118839181,491.2902432874678,123.86383181601818,4.5499237436514195e-05
