dimension,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
30,0.027791671674761834,6.923880338668823,8551.64239290609,1299.599397723434,1.0056664048397683,0.012583035250179413,0.02758634305069757,5.606875538825989,8306.061353343177,763.114493988277,1.0047316103764432,0.012416700995806083,0.0284424626275344,21.245320320129395,8774.95655547461,1646.5246485431985,1.005732697560642,0.012912383165687264,0.02808864656056737,0.028337869450302172,0.0003812120196631064,0.012691711024269093,0.01483369709444495,0.0010367827885407127,-0.6537645112949287,-0.44418973711765164,0.6900145259096866,-2.0659930834603593,-3.217635357561962,0.05111403344011843
