nu,sampler,wasserstein_distance,swd_zscore,r_hat,ess,runtime
1,Metro,4.584148440856861,-0.10023764333225164,1.055869395838932,187.67267731910437,6.530570983886719
2,Metro,0.16806331795279744,-0.2385784925233457,1.0469451160433882,230.11922921049643,8.349306106567383
5,Metro,0.16011692370189118,0.9097982569822137,1.0475110086283659,213.1271442066124,4.932564735412598
10,Metro,0.21892522317736224,5.913978804182122,1.0808167711028704,94.51161491429102,4.654644012451172
