nu,sampler,wasserstein_distance,swd_zscore,r_hat,ess,runtime
1,DEMetro,4.638341356558159,-0.09301104845282891,1.0154009271308948,520.50766366564,11.04252552986145
2,DEMetro,0.2929556316981981,0.1764036382523736,1.0192882239132435,607.9164427247327,7.9866943359375
5,DEMetro,0.4387536141696389,5.045753897231812,1.0162659916729258,631.1350635966052,6.651219606399536
10,DEMetro,0.5264716893559824,18.063854231163255,1.0168229829343511,570.1550649060612,8.659197092056274
