nu,sampler,wasserstein_distance,swd_zscore,r_hat,ess,runtime
1,HMC,3.961480190897414,-0.18327010483585587,1.034597490287414,372.0083813540303,16.88127112388611
2,HMC,0.1937003344951948,-0.15339387681365224,1.028808372856039,268.2081294065458,10.929752111434937
5,HMC,0.5670959802116584,6.950809300464545,1.0776811891332374,105.2592024598384,7.716691732406616
10,HMC,0.8188363026051146,29.613958104479725,1.1162498175710927,69.51441645257526,6.524833679199219
