mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",Metro,0.0368897080378522,1.0261837983189437,240.59442293240568,"[718416, 725978, 168030, 515797]",8
"(0, 10)",Metro,1.5022110088088296,1.1217461721149202,23.773090366181517,"[718416, 725978, 168030, 515797]",10
"(0, 15)",Metro,0.06783213623636083,1.733325054318746,6.059398961603571,"[718416, 725978, 168030, 515797]",15
"(0, 20)",Metro,0.03397085297036421,1.733325054318746,6.059398961603571,"[718416, 725978, 168030, 515797]",20
