nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,HMC,3.5911120785605326,1.0256895479413008,445.20285127553046,17.139830589294434
2,HMC,1.3520028281843528,1.0434895390934997,296.5926187980995,10.782503366470337
5,HMC,0.4025372992500145,1.0887998571516198,90.46284534534858,9.869062423706055
10,HMC,0.40139026427924085,1.1075976584807563,67.69242331468517,9.664242506027222
