nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,Metro,5.244039726282551,1.0091606552635997,1735.0170161863314,3.6898415088653564
2,Metro,0.12809298220599963,1.0055387358170684,4445.10131648886,4.0163185596466064
3,Metro,0.044740916995423284,1.0045111499737178,5994.229322862164,4.284424781799316
5,Metro,0.03353414565638008,1.003389603501633,7422.8353837349005,3.8303794860839844
30,Metro,0.0128464451588617,1.0042349762084386,9191.170287571205,3.867846727371216
