dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,2.5888908074181507,0.014898305306860713,0.47266463138022796
3,-2.5716164288373653,0.015513893651893719,-0.4695107757750346
5,-8.54780906232365,2.042828990912531e-09,-1.5606092802272484
8,-11.821293730733812,1.30340747135296e-12,-2.15826307840577
15,-3.9978532114703658,0.00040240284783437167,-0.7299047951722635
30,-0.9758504221705826,0.33720911613261983,-0.17816509632458918
