dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,-1.7595930810445977,0.10030034427022586,-0.4543249799325016
3,-3.2668800080417255,0.0056207369759152925,-0.8435047910135703
5,-5.627404511616312,6.236035984182843e-05,-1.4529895970574973
8,-11.233269289683085,2.1725161185865223e-08,-2.900417658827054
15,-17.312052698228797,7.53366225772031e-11,-4.4699527859270205
30,-30.33269403972004,3.582837771299029e-14,-7.831867924096046
