mu,sampler,wasserstein_distance,r_hat,ess,runtime
5,Metro,0.050952624309172335,1.0115573631025563,2132.8216498485776,4.4437196254730225
6,Metro,0.027811619108513812,1.0153583052474038,1205.6385588898102,4.452375650405884
7,Metro,0.037345686528183236,1.0274239843104387,611.163510150501,4.371823787689209
8,Metro,0.10310062327839423,1.0573596920781272,244.18927276016973,4.562440633773804
9,Metro,0.35929456341071775,1.171930339826683,79.09160662747635,4.646333694458008
10,Metro,1.7990855412795788,1.4468182409710453,39.74941322848186,4.608676910400391
11,Metro,2.4397316779052076,1.536104497293988,35.37110317597821,4.516928434371948
12,Metro,3.5884132830713633,1.6435790782532413,32.38119585064201,4.367011070251465
13,Metro,5.141395180458943,1.6783084453637462,31.59226869329748,4.368046998977661
14,Metro,5.589304928675576,1.6783084453637462,31.59226869329748,4.766829013824463
15,Metro,5.972559134442362,1.6783084453637462,31.59226869329748,4.4049882888793945
16,Metro,6.336342503656377,1.6783084453637462,31.59226869329748,4.570560693740845
17,Metro,6.799974105224162,1.6783084453637462,31.59226869329748,4.518560409545898
18,Metro,7.192849587244652,1.6783084453637462,31.59226869329748,4.468631267547607
19,Metro,7.605796714406305,1.6783084453637462,31.59226869329748,4.628492832183838
20,Metro,7.995834882536232,1.6783084453637462,31.59226869329748,4.663306474685669
