means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",DEMetro,1.60870967317851,1.0917217838232973,56.167022656593396,12
"(5, -5)",DEMetro,1.426209929217288,1.0501571231828892,138.5700301604174,10
