means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",HMC,4.259806310106452,1.7318008306901305,6.346549683128468,12
"(5, -5)",HMC,3.676708028185391,1.7307818334261156,6.285539984341263,10
