nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,Metro,3.8442679543741414,1.0393718579486118,279.35371699291716,1.9171080589294434
2,Metro,0.17108099651649672,1.009710207530718,1002.1736733341585,1.9717998504638672
3,Metro,0.059404889454445234,1.0067026889355808,1314.9583051518855,1.7683310508728027
5,Metro,0.044753553720972006,1.0037328206454355,1771.8041107292363,1.7577149868011475
30,Metro,0.03515033677112755,1.004012934255028,2061.3638012782476,1.7611477375030518
